model,n_features,holdout_macro_f1,holdout_min_class_recall,domain_rotation_macro_f1_mean,domain_rotation_macro_f1_std,domain_rotation_macro_f1_min,seed_holdout_f1_mean,seed_holdout_f1_std,feature_noise_5pct_f1_mean,worst_single_missing_feature_f1
AdaBoost_reduced,8,0.901547677573582,0.8176100628930818,0.9190422891958336,0.012736046811190891,0.901547677573582,0.901547677573582,0.0,0.8947158377404341,0.5288386310099976
XGBoost_compact,10,0.9137514119720038,0.7044025157232704,0.9455961081653725,0.021553136109303792,0.9137514119720038,0.9127201686437306,0.0027150715932712705,0.9067278832825638,0.5958796191712072
