model,axes,feature_tier,n_features,uses_fft,dev_cv_macro_f1,holdout_macro_f1,holdout_min_class_recall,weakest_holdout_class,weakest_holdout_class_recall,raw_clean_macro_f1,worst_raw_stress_condition,worst_raw_stress_macro_f1
AdaBoost_XY,XY,time_plus_centroid,16,True,0.9209197766365003,0.9241314136981117,0.8176100628930818,Healthy,0.8176100628930818,0.9241314136981116,dc_offset_2pct_std,0.8687693367699781
XGBoost_YZ_compact,YZ,time_plus_centroid,16,True,0.9547911250325916,0.9085564700111272,0.6855345911949685,Healthy,0.6855345911949685,0.9085564700111272,gain_minus_5pct,0.8817277633482723
