seed,macro_f1,accuracy
42,0.901547677573582,0.9010025062656641
123,0.901547677573582,0.9010025062656641
777,0.901547677573582,0.9010025062656641
2026,0.901547677573582,0.9010025062656641
3407,0.901547677573582,0.9010025062656641
